sexo,idade,numero_de_amigos,basquete,futebol_americano,futebol,softbol,voleibol,natacao,animacao,beisebol,tenis,esportes,fofo,danca,banda,marcha,musica,rock,cabelo,vestido,shopping,compras,roupas,nossa_marca,marca_concorrente,bebidas
F,27,36,10,0,0,10,10,10,10,0,20,0,0,0,10,0,10,0,40,10,10,20,10,0,0,10
F,27,35,10,10,0,0,10,10,20,0,10,0,0,10,0,0,30,0,0,0,0,10,0,0,0,10
F,28,50,0,0,30,0,0,0,0,0,0,0,30,0,0,0,10,10,0,30,20,70,20,0,0,0
F,25,52,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,0,0,0,10,0,0,0,0
F,28,5,0,0,0,0,0,0,0,0,10,10,0,40,10,0,70,30,70,10,0,0,0,20,0,10
F,25,29,0,0,0,0,0,10,0,0,0,0,0,0,0,0,20,10,0,0,30,0,10,0,0,0
F,28,2,10,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F,28,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,10,0,10,0,0,10,0,0,0,0
F,28,1,20,20,0,0,0,30,0,10,0,10,10,0,0,0,20,0,10,0,0,20,0,0,0,0
F,25,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,10,0,0,0,0,0,0,0,0,0
M,27,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0
M,26,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NE,26,8,0,0,0,0,0,0,0,0,0,10,0,0,10,0,0,0,10,0,0,10,0,0,0,0
F,25,146,0,0,0,10,0,10,40,10,0,0,40,10,0,0,10,10,0,0,30,10,0,0,0,0
F,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,10,10,0
F,26,17,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0
F,27,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0
F,29,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0
NE,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0
F,27,35,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0
F,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0
F,26,8,0,0,10,0,0,0,0,0,0,0,0,30,0,0,0,0,40,0,10,0,0,0,0,0
F,25,21,0,0,0,30,0,20,0,0,0,0,0,0,0,0,10,0,0,0,0,10,0,0,0,0
F,28,30,0,0,0,10,0,0,0,0,0,0,0,0,0,0,10,0,0,20,0,10,0,0,0,0
F,26,20,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0
M,29,2,0,0,0,0,0,0,0,30,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0
F,25,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0
F,26,71,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,10,0,0,20,0,0,0,0,0
F,27,20,30,10,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0
M,25,38,10,0,0,0,0,0,0,0,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0
NE,26,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,10,0,10,0,0,0,0,0,0,0
F,28,39,30,0,0,0,0,0,0,0,0,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0
F,25,34,0,10,0,20,0,20,0,0,0,0,10,0,0,0,0,20,20,0,0,10,0,0,0,20
F,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,0,0,0,0
F,26,8,0,0,0,0,0,0,0,0,0,0,10,0,0,0,10,0,10,0,0,0,0,0,0,0
NE,26,45,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F,26,24,0,0,0,0,0,0,0,0,0,0,10,0,0,0,10,10,0,0,10,0,0,0,0,0
F,28,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,10,0,0,0,0,0,0,0
F,28,12,0,0,0,0,0,0,0,0,0,0,0,10,0,0,20,0,0,0,0,0,0,0,0,0
F,27,44,0,0,0,0,0,0,0,0,0,0,30,0,0,0,30,10,0,10,0,0,0,0,0,0
F,25,82,10,10,20,0,10,20,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
F,25,1,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0
F,27,136,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,10,0,0,0,0,0,0
NE,26,5,10,0,20,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F,29,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0
F,27,22,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0
F,26,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F,27,20,20,10,0,0,0,0,0,0,0,20,20,20,10,0,40,90,40,10,30,0,0,0,0,0
F,26,55,0,0,0,0,0,0,0,0,0,0,0,0,10,0,20,20,0,0,0,0,0,0,0,0
F,26,6,0,10,0,0,0,10,0,0,0,0,0,0,0,0,20,10,0,0,10,0,0,0,0,0
NE,29,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0
F,27,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0
NE,27,7,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0
M,29,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0
F,29,23,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F,28,34,0,10,10,0,0,10,0,0,0,10,0,10,10,0,20,10,0,20,0,10,0,0,0,0
F,27,42,0,10,0,0,0,0,0,0,0,0,0,0,40,20,10,0,0,0,70,0,0,0,0,0
F,25,0,0,0,0,0,0,0,0,0,0,0,0,0,30,20,0,0,0,0,0,0,0,0,0,0
F,26,145,10,0,10,0,40,10,0,0,0,10,0,0,0,0,20,0,0,0,0,20,10,0,0,0
NE,27,16,0,0,0,0,0,0,0,0,0,0,10,0,10,0,0,0,10,0,20,0,0,0,0,0
F,26,0,0,0,10,20,0,0,0,0,0,0,50,20,0,0,10,0,50,0,0,0,0,0,0,0
F,29,31,0,10,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F,25,13,10,10,0,0,20,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F,28,13,0,0,0,0,0,0,0,0,0,0,0,30,0,0,20,0,0,0,10,0,0,0,0,0
M,29,0,0,20,0,0,0,0,0,0,0,10,0,10,0,0,20,0,0,0,10,0,0,0,0,0
NE,29,0,0,0,0,0,0,0,0,0,0,0,10,20,0,0,10,0,20,0,0,0,0,0,0,0
F,28,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,20,0,0,0,0,0,0,0
F,26,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F,26,0,0,10,0,10,0,0,10,0,0,0,0,40,0,0,10,0,0,0,0,0,0,0,0,0
M,27,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,0,0,0,0,0,0,0,0
F,27,46,0,10,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,10,10,0,0,0,0
M,26,11,10,0,10,0,0,0,0,10,0,20,0,0,20,0,20,20,0,0,0,0,0,0,10,0
F,25,4,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0
F,27,28,0,0,0,0,0,0,0,0,0,0,10,10,0,0,30,10,0,0,0,0,0,0,0,0
F,28,10,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,10,0,0,0,0
F,25,31,0,10,0,0,0,0,0,0,0,0,0,50,0,0,10,0,10,10,50,0,10,0,0,20
F,28,70,0,0,0,0,0,0,0,0,0,0,0,0,10,0,20,0,0,0,0,0,0,0,0,0
F,27,11,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
F,26,0,10,0,0,10,0,0,0,0,0,0,0,0,0,0,10,0,0,0,10,0,10,0,0,0
F,26,94,0,0,0,0,0,0,0,0,0,0,0,10,60,0,0,30,0,0,0,0,0,0,0,0
F,26,45,0,0,0,0,0,10,10,0,0,10,0,0,0,0,0,10,0,0,0,0,0,0,0,0
F,27,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F,27,29,0,0,0,0,0,0,0,0,10,0,10,0,0,0,0,0,0,0,20,0,0,0,0,0
F,27,121,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F,25,0,10,10,40,0,0,10,0,0,0,0,10,20,90,0,30,0,90,0,0,20,0,0,10,0
F,26,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,10,10,0,0,0,0
F,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,20,0,0,0,0,0,0,0
F,28,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0
F,27,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0
F,25,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F,26,1,10,0,0,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0,0,0,0,0,0
F,25,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,30,0,0,0,0
F,28,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0
F,26,18,10,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F,25,34,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0
F,25,43,0,20,0,0,0,0,0,0,10,0,0,20,0,0,10,0,0,0,0,0,0,0,0,0
F,27,13,0,0,0,0,0,0,0,0,0,20,0,20,0,0,0,0,0,0,0,0,0,0,0,0
F,25,56,20,20,0,60,0,0,0,0,0,0,20,0,0,0,10,0,10,0,0,0,10,0,0,0
F,28,0,10,0,0,0,0,0,0,0,0,0,0,40,0,0,10,0,10,0,0,0,0,0,0,0
F,26,57,0,0,0,10,0,10,0,0,0,0,0,0,0,0,20,10,0,0,10,10,0,0,0,10
M,25,26,20,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0
F,28,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0
F,27,27,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M,28,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0
F,25,43,0,0,10,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0,0
M,29,4,0,0,0,0,0,10,0,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0,0
F,25,28,0,40,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0
F,28,36,0,0,0,0,0,0,0,0,0,0,0,0,10,0,20,10,20,0,10,0,0,0,0,10
F,26,0,0,0,0,0,0,0,0,0,0,10,0,10,0,0,10,0,10,0,0,0,0,0,0,0
F,27,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F,25,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F,26,96,0,0,0,0,0,0,10,0,0,0,0,0,0,0,20,0,0,0,20,10,0,0,0,0
F,28,61,0,0,0,0,0,0,0,0,0,0,0,0,10,0,20,0,0,0,0,10,0,0,0,0
F,25,49,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0
F,27,6,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F,26,10,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,10,0,0,0,20,0,0,0,0
NE,28,4,10,10,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,0,0,0,0
F,28,24,0,10,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,10,10,0,0,0,0,0
F,26,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,20,40,0,0,10,0,0,0,0
NE,27,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0
F,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
F,25,17,0,0,0,0,0,0,0,0,10,0,10,0,20,0,0,20,0,0,0,0,0,0,0,0
F,27,83,10,0,0,10,10,10,0,0,0,10,0,0,0,0,10,0,10,0,0,10,0,0,0,0
F,26,38,10,10,30,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
F,26,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0
F,26,21,10,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0
F,28,50,0,10,0,0,0,0,0,0,0,0,20,40,10,0,0,0,0,30,0,30,0,0,0,0
M,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0
F,27,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,20,0,0,0,0
F,25,165,0,0,0,10,0,0,0,0,0,0,20,0,20,0,0,0,0,0,0,0,0,0,0,0
F,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0
F,25,17,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
NE,26,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0
NE,29,18,0,40,0,0,0,0,0,0,0,0,10,0,0,0,50,0,0,0,0,0,0,0,0,0
M,26,37,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F,25,5,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M,28,0,0,0,0,0,0,0,0,0,0,0,30,10,0,0,0,0,0,0,10,0,0,0,0,10
F,29,11,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,20,20,20,10,0,0,0
F,29,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,10,0,0,0,0,0,10
F,26,18,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
F,29,1,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,10,10,0,0,20,0,0,0,0
F,25,33,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,0,0,0,0,10,0,0,0
F,26,49,0,0,0,0,10,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0
F,28,36,0,0,0,0,0,0,0,0,0,0,0,40,0,0,20,0,0,30,0,10,0,0,0,0
M,27,67,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0
F,26,169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0
F,28,24,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,40,0,10,10,0,0,0,0
F,27,72,0,0,0,0,0,0,0,0,0,10,10,70,10,0,0,0,20,0,0,20,0,0,0,0
M,26,45,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,10,0,0,0,0,0,0,0
F,28,0,0,30,140,0,0,0,0,0,0,20,0,20,0,0,30,0,0,0,0,0,0,0,0,0
NE,29,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0,0
F,28,30,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,0
F,28,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,10,0,0,0,0
F,26,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0
F,25,17,0,0,0,0,0,0,0,0,0,0,0,20,0,0,20,0,0,0,0,10,0,0,0,0
F,27,43,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,50,0,0,0,0,0,0,0
F,27,55,0,0,0,0,0,0,30,0,0,0,0,0,0,0,10,20,0,0,30,10,0,0,0,0
F,28,8,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0
NE,26,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0
M,28,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0
F,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0
F,28,36,0,0,0,0,0,0,0,0,0,0,0,40,0,0,10,0,10,0,0,0,0,0,0,0
F,25,22,0,0,40,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,10,10,0,0,0,0
NE,28,1,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0
F,27,56,0,0,0,0,0,10,0,0,0,10,10,20,0,0,10,10,40,0,0,20,0,10,10,0
F,28,8,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M,27,23,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0
F,29,94,0,10,0,0,0,10,0,0,0,0,0,0,0,0,30,0,0,0,0,10,10,0,0,0
M,29,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0
F,26,119,0,0,50,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0
F,29,28,0,0,0,0,0,10,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0
F,27,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,0,0,0,0
F,25,8,0,0,0,0,10,40,0,0,0,0,0,10,0,0,10,10,0,0,0,0,0,0,0,0
NE,29,13,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0
F,28,66,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,10,30,0,0,10,10,0,0,0
M,27,26,10,0,0,0,0,0,0,10,0,0,10,0,0,0,0,30,0,0,10,0,0,0,0,0
F,25,9,0,0,0,0,0,0,0,0,0,0,0,20,0,0,10,0,0,0,0,0,0,0,0,0
F,25,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,10,0,0,0
F,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0
M,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,10,0,0,0,0,0,0,0,0
F,28,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0
F,26,1,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M,27,1,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F,25,11,0,0,0,0,0,10,0,0,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0
NE,27,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,0,0,0,0,0,0,0,0
F,25,0,0,10,0,0,0,10,0,0,0,0,0,0,20,0,60,20,0,0,0,0,0,0,0,0
F,28,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0
F,26,5,20,20,0,0,10,10,0,0,0,20,50,50,90,0,50,10,10,0,0,10,10,0,0,0
M,29,10,0,0,0,0,0,0,0,0,0,0,0,0,20,0,10,0,0,0,0,0,0,0,0,0
F,25,67,20,20,0,0,0,10,0,0,0,0,20,40,0,0,30,0,20,30,20,20,0,10,10,0
NE,29,45,10,10,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,10,0,0,10,0,0,0
F,25,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0
F,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0
F,28,32,0,20,0,0,70,0,0,0,0,0,0,10,0,0,0,0,0,10,10,20,0,0,0,0
M,27,82,30,10,0,0,0,0,0,10,0,10,0,10,0,0,10,0,0,0,0,0,0,0,0,0
F,28,63,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,10,0,0,0,0,0,0,0
F,28,228,0,0,0,0,0,0,0,0,0,0,40,20,30,0,60,0,60,0,20,40,0,10,20,0
F,25,47,0,10,0,10,10,0,0,0,0,0,0,0,0,0,10,0,20,0,0,0,10,0,0,0
F,28,0,20,10,0,0,10,0,0,0,10,0,0,0,0,0,20,0,10,0,0,0,0,0,0,0
M,27,3,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,10,0,0,0,0,0,0,0,0
F,25,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0
F,27,67,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,20,20,0,0,0,0
F,28,42,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NE,29,73,0,0,0,0,0,0,0,0,0,0,10,0,10,10,0,0,0,0,0,10,0,0,0,0
F,25,36,0,0,0,0,0,10,30,0,0,0,0,60,0,0,0,0,20,0,0,10,10,0,0,0
NE,28,14,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M,27,20,0,0,0,0,0,0,0,0,0,0,0,10,0,0,10,0,0,0,0,0,0,0,0,0
F,26,33,0,0,0,0,0,0,0,0,0,0,0,10,0,0,10,0,0,0,0,0,0,0,0,0
F,27,17,40,0,0,10,0,0,0,0,0,10,0,0,10,0,0,0,20,0,0,10,0,0,10,0
F,26,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0
F,29,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,10,0,0,0
F,28,0,20,0,0,0,10,0,0,0,0,0,0,20,0,0,10,0,10,20,0,10,0,0,0,0
F,25,4,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,20,0,0,0,0,0,0,0
F,27,0,10,0,0,0,0,0,0,10,0,10,0,0,10,0,10,0,0,0,10,10,0,0,0,0
F,26,30,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,10,0,0,0,0
F,28,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,0,20,0,0,0,0
NE,27,51,10,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F,28,0,10,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,10,10,0,0,0,0,0,0
F,27,88,0,0,0,0,0,0,0,0,0,0,20,0,0,0,20,0,0,0,0,0,0,0,0,0
M,28,13,0,0,0,0,0,0,0,0,0,0,0,50,0,0,40,0,20,0,0,0,0,0,0,0
F,25,63,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NE,28,72,20,0,0,0,0,0,0,0,0,0,0,10,0,0,10,0,0,0,10,10,10,20,20,0
M,27,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0
NE,26,25,0,10,0,0,0,0,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F,28,9,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0
F,25,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0
F,26,63,0,10,0,0,0,10,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0
F,26,48,0,20,0,0,0,0,0,0,0,0,10,50,190,70,70,0,10,10,10,0,10,0,0,0
F,27,47,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,10
M,27,115,10,0,0,0,0,0,0,0,0,0,0,0,10,0,0,10,0,0,0,0,0,0,0,0
F,26,25,10,20,0,0,0,0,0,0,0,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0
M,26,2,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M,26,16,10,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NE,28,49,0,0,0,0,0,0,0,10,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0
M,27,23,0,10,0,0,0,10,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0
F,26,37,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0
F,27,69,20,20,0,10,0,0,0,0,0,10,0,0,0,0,0,0,20,0,0,0,0,0,0,0
F,30,15,0,0,0,0,0,0,0,0,10,0,0,10,0,0,10,0,0,10,0,0,0,0,0,0
F,27,78,0,0,0,0,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0
F,26,30,0,0,0,0,0,20,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0
F,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0
NE,25,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,10,0,0,0,0,0
F,28,18,0,0,0,0,0,0,10,0,10,0,10,0,10,0,10,0,0,20,0,20,0,0,0,0
F,25,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,50,0,10,0,0,0,0,0,0,10
F,26,218,0,0,0,0,10,0,0,10,0,0,0,0,0,0,10,10,20,0,0,0,0,0,0,0
F,25,54,20,0,0,0,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0,0,0,0,0
F,25,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,20,20,30,10,0,0,0,10
M,25,24,20,0,0,0,0,0,0,0,0,0,0,20,10,0,0,10,0,0,0,0,0,0,0,0
F,29,50,0,0,20,0,20,0,0,10,0,0,0,0,0,0,20,0,10,0,0,10,0,10,0,0
F,29,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,20,0,20,40,0,0,0,0,0,10
F,28,0,0,0,0,0,0,0,0,10,0,0,10,0,0,0,20,0,10,10,0,0,10,0,0,0
F,28,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,0,0,20,0,0,0
F,27,34,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,0,0,10,0,0,0,0,0
F,26,0,20,0,0,10,10,10,0,0,0,0,0,0,0,0,20,0,0,0,0,10,0,0,0,0
F,27,0,0,0,0,0,0,0,0,0,0,0,40,10,10,0,20,0,20,0,20,0,10,0,0,0
F,28,31,10,20,0,0,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
