reputacao_artista,altura,largura,peso,preco_escultura,preco_base_envio,diferenca_dias_entrega,data_agendada_dias,data_agendada_mes,data_agendada_ano,data_entrega_dias,data_entrega_mes,data_entrega_ano,material_Argila,material_Bronze,material_Latão,material_Madeira,material_Mármore,material_Não especificado,material_Pedra,internacional_Sim,envio_expresso_Sim,instalacao_incluida_Sim,transporte_Aéreo,transporte_Não especificado,transporte_Rodoviário,fragil_Sim,pedido_extra_cliente_Sim,localizacao_remota_Sim,custo_previsto
0.39,12.192,3.3528,294.381208,28.4025,80.3775,2,27,2,2023,1,3,2023,False,False,False,True,False,False,False,False,True,True,True,False,False,False,False,False,1118.715900692977
0.88,2.1336,1.524,28.122704,23.205,119.49,4,2,9,2020,6,9,2020,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,1668.7167625440654
0.83,4.572,2.1336,46.719976,33.075,106.155,-1,17,1,2020,16,1,2020,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,2256.483908111889
0.04,2.4384,1.524,288.03092,36.12,74.13,3,31,5,2020,3,6,2020,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,679.0162085566765
0.83,1.2192,1.2192,9.979024,18.795,119.2275,-3,6,2,2022,3,2,2022,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,True,1462.0196569611778
0.54,4.572,2.4384,343.822736,29.6625,95.1825,-4,9,3,2023,5,3,2023,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,1779.1499444026063
0.3,2.4384,1.2192,12.700576,29.7675,125.1075,-4,28,3,2023,24,3,2023,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,1048.941123083429
0.93,1.8288,1.2192,571.072328,29.505,68.6175,-3,31,1,2019,28,1,2019,False,False,False,False,True,False,False,False,False,True,False,False,True,False,True,True,2838.9806606657935
0.75,0.9144,0.9144,40.369688,31.395000000000003,100.6425,0,12,2,2021,12,2,2021,False,False,True,False,False,False,False,True,True,True,True,False,False,False,True,False,1440.8274401286662
0.53,4.2672,2.1336,94.347136,21.9975,122.745,1,6,1,2019,7,1,2019,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,1543.4933018264198
0.8,2.4384,1.524,16.329312,28.8225,53.8125,-1,27,10,2022,26,10,2022,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,1233.8982406912876
0.72,6.4008,3.6576,781.539016,36.855,109.83,2,31,12,2022,2,1,2023,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,3167.5400042205724
0.64,4.2672,2.4384,107.954896,18.585,66.675,1,23,2,2019,24,2,2019,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,1323.9006710172937
0.24,2.1336,1.524,131.088088,18.8475,122.22,-3,30,12,2019,27,12,2019,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,True,1038.7494606010835
0.59,3.048,1.2192,105.686936,27.2475,111.93,-4,6,2,2020,2,2,2020,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,1553.251308715174
0.56,9.4488,2.7432000000000003,1190.225408,39.06,120.855,-3,24,2,2020,21,2,2020,True,False,False,False,False,False,False,True,True,False,True,False,False,True,True,True,2231.1027367805023
0.26,4.572,1.8288,83.460928,19.6875,113.19,1,13,9,2021,14,9,2021,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,990.5374021652093
0.32,3.048,1.524,98.883056,31.1325,130.7775,0,24,12,2021,24,12,2021,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,1047.6781797934134
0.13,1.524,0.9144,22.6796,35.1225,54.18,4,19,12,2019,23,12,2019,True,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,614.0665840126876
0.54,1.2192,1.2192,46.719976,26.1975,53.0775,1,14,1,2022,15,1,2022,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,True,972.6052750850774
0.43,8.2296,3.048,1164.370664,33.705,72.03,-1,15,7,2021,14,7,2021,True,False,False,False,False,False,False,False,False,True,False,False,True,True,True,True,1266.1653173003738
0.35,2.1336,1.524,275.783936,34.8075,91.98,-2,28,5,2019,26,5,2019,False,False,True,False,False,False,False,True,True,True,True,False,False,False,False,False,1077.0926125488518
0.52,2.4384,1.2192,35.380176,31.1325,107.94,4,29,6,2023,3,7,2023,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,1188.945774067561
0.55,1.2192,1.2192,10.886208,26.8275,93.0825,1,16,4,2022,17,4,2022,False,False,False,True,False,False,False,True,True,True,True,False,False,False,True,False,1108.1833940101908
0.26,4.572,2.1336,1601.633352,20.58,57.645,-1,5,1,2020,4,1,2020,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,1117.2519143168654
0.59,1.2192,0.9144,223.620856,33.0225,102.375,0,3,11,2019,3,11,2019,False,False,False,False,True,False,False,False,False,True,True,False,False,False,True,False,1322.4222891370437
0.24,1.8288,1.2192,43.09124,32.0775,62.790000000000006,-3,9,5,2022,6,5,2022,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,767.1618008984566
0.54,2.4384,1.524,32.658624,23.31,87.25500000000001,1,28,4,2021,29,4,2021,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,1078.4314838563703
0.5,2.4384,1.524,29.029888,19.53,129.4125,3,14,3,2023,17,3,2023,False,False,False,True,False,False,False,True,True,True,True,False,False,False,False,True,1228.7537318036507
0.35,2.1336,1.524,56.699,33.075,82.005,0,7,6,2019,7,6,2019,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,874.0187789810345
0.16,7.010400000000001,3.3528,1273.232744,17.535,87.2025,-1,17,10,2019,16,10,2019,True,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,872.0837714628046
0.18,1.524,1.524,269.433648,32.3925,119.7525,-2,26,1,2019,24,1,2019,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,1097.5655809693246
0.75,3.048,1.524,78.471416,19.6875,54.2325,-2,6,9,2019,4,9,2019,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,1621.436277676278
0.32,4.572,2.1336,267.165688,23.7825,84.0,1,13,1,2023,14,1,2023,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,932.6918414570027
0.88,6.4008,2.7432000000000003,450.870448,26.46,120.225,3,2,2,2021,5,2,2021,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,3518.8289392712713
0.46,4.8768,2.4384,697.624496,27.93,78.9075,0,21,8,2020,21,8,2020,True,False,False,False,False,False,False,True,False,True,False,False,False,True,True,False,1315.6820447993346
0.39,4.572,2.1336,444.066568,24.99,63.315000000000005,4,19,11,2022,23,11,2022,True,False,False,False,False,False,False,False,True,False,True,False,False,True,True,False,1005.0201974327458
0.43,2.1336,1.524,64.863656,35.5425,85.73249999999999,3,23,1,2023,26,1,2023,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,962.4437798884885
0.79,8.2296,4.572,273.515976,28.8225,99.2775,0,6,12,2022,6,12,2022,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,3620.1889029166673
0.15,3.048,1.2192,28.576296,15.75,122.64,-1,8,10,2019,7,10,2019,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,919.5639002893961
0.16,6.4008,3.048,639.111128,28.245,91.455,3,21,12,2019,24,12,2019,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,859.721480094676
0.86,3.9624,1.8288,1139.876696,30.765,121.0125,-2,5,4,2019,3,4,2019,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,2913.5906565340915
0.12,1.2192,0.9144,37.648136,26.25,119.9625,-3,20,11,2020,17,11,2020,False,True,False,False,False,False,False,False,True,True,True,False,False,False,True,True,869.4687740505371
0.6,4.572,1.8288,303.453048,18.69,96.075,-1,8,12,2019,7,12,2019,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,1627.7825292852053
0.55,2.1336,1.524,26.308336,26.9325,125.79,-1,24,2,2019,23,2,2019,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,1206.4506366790288
0.38,4.572,2.4384,420.479784,27.825,98.49,-1,11,4,2023,10,4,2023,True,False,False,False,False,False,False,False,False,True,False,False,True,True,True,False,1250.0413008811186
0.44,3.6576,1.8288,103.872568,21.5775,124.425,-4,13,3,2022,9,3,2022,False,False,False,False,False,False,False,True,True,True,True,False,False,False,True,False,1451.0040088588282
0.9,12.4968,3.9624,367.863112,18.1125,92.925,-1,8,9,2022,7,9,2022,False,False,False,True,False,False,False,False,True,True,True,False,False,False,True,False,4502.364194791667
0.26,5.486400000000001,3.6576,1612.065968,34.545,105.3675,2,31,5,2022,2,6,2022,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1159.408072567594
0.49,4.2672,2.1336,1588.479184,17.2725,77.805,1,20,10,2020,21,10,2020,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,True,1264.4097239928378
0.9,4.572,2.1336,865.907128,51.03,92.1375,-1,15,6,2021,14,6,2021,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,2810.5398837915664
0.24,11.5824,4.572,315.700032,35.595,128.94,3,30,1,2020,2,2,2020,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,1167.8835647656458
0.87,2.1336,1.2192,36.28736,24.465,122.1675,-2,7,1,2021,5,1,2021,False,False,False,False,False,False,False,False,True,True,False,False,True,False,True,True,1788.6463880415886
0.28,2.1336,1.2192,105.233344,21.84,99.75,4,22,8,2021,26,8,2021,False,True,False,False,False,False,False,True,False,True,True,False,False,False,False,True,1020.5952922622942
0.08,2.4384,1.524,93.893544,16.537499999999998,83.4225,0,8,6,2021,8,6,2021,True,False,False,False,False,False,False,True,False,True,False,False,False,True,True,False,718.9494993758384
0.62,3.6576,1.8288,46.719976,32.76,110.7225,0,24,8,2019,24,8,2019,False,False,False,True,False,False,False,False,False,True,True,False,False,False,True,True,1412.996108389833
0.68,8.5344,4.2672,270.794424,18.4275,111.2475,-3,7,8,2022,4,8,2022,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,3301.181179791666
0.54,3.048,1.2192,127.912944,20.685,100.59,4,5,4,2019,9,4,2019,True,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,1279.8801333421316
0.25,4.572,1.8288,224.074448,24.255,106.26,-4,9,3,2022,5,3,2022,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,1058.4965778719713
0.14,5.486400000000001,2.1336,90.264808,20.7375,56.9625,4,2,10,2022,6,10,2022,False,False,False,True,False,False,False,True,False,True,False,False,True,False,True,False,621.7058192277627
0.52,5.486400000000001,2.1336,378.74932,23.31,124.53,0,2,10,2020,2,10,2020,True,False,False,False,False,False,False,False,False,True,False,False,True,True,True,False,1801.1713497459675
0.74,7.315200000000001,2.4384,713.046624,17.43,104.1075,2,1,6,2019,3,6,2019,True,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,2766.314287466833
0.51,7.315200000000001,4.2672,97.975872,31.3425,88.2525,1,18,1,2022,19,1,2022,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,1781.1990200444636
0.31,5.7912,2.1336,101.604608,22.68,56.1225,3,4,6,2023,7,6,2023,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,True,770.5554364511196
0.29,6.096,1.8288,122.46984,16.0125,119.6475,3,3,3,2022,6,3,2022,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True,False,1019.9094908286457
0.78,4.8768,2.4384,709.417888,35.07,128.1525,0,1,8,2021,1,8,2021,True,False,False,False,False,False,False,True,False,True,True,False,False,True,True,True,3059.27911028409
0.39,7.315200000000001,3.048,1026.932288,31.29,126.6825,3,14,2,2022,17,2,2022,True,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,1394.7130994991865
0.07,4.572,2.1336,822.815888,30.3975,130.515,2,14,8,2023,16,8,2023,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,True,997.519235271143
0.56,0.9144,0.9144,21.318824,22.1025,63.682500000000005,3,25,8,2023,28,8,2023,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,950.9461155421069
0.82,2.7432000000000003,1.524,1665.136232,34.125,95.76,2,22,6,2022,24,6,2022,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,1848.0414194876525
0.45,2.4384,1.524,23.586784,36.75,90.405,0,11,12,2020,11,12,2020,False,False,False,True,False,False,False,False,True,True,True,False,False,False,True,False,955.5449072220176
0.22,7.62,3.048,686.738288,17.43,123.69,-1,18,6,2020,17,6,2020,True,False,False,False,False,False,False,True,False,True,False,False,False,True,True,False,1133.1510452458906
0.12,2.1336,1.2192,761.127376,35.91,97.4925,2,29,12,2019,31,12,2019,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,983.3302823195509
0.29,6.7056,2.4384,347.451472,31.7625,101.9025,0,21,9,2021,21,9,2021,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,1051.903544193616
0.67,0.9144,0.6096,4.082328,33.495,116.13,4,2,8,2021,6,8,2021,False,False,False,True,False,False,False,True,True,False,True,False,False,False,True,False,1344.1386606377114
0.15,11.5824,3.3528,342.915552,20.055,129.67499999999998,-4,7,1,2019,3,1,2019,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,True,976.6128929682267
0.15,5.7912,1.8288,2244.826808,38.01,115.29,0,16,2,2021,16,2,2021,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,1209.8101180282827
0.33,2.1336,1.2192,36.28736,18.4275,105.7875,0,2,12,2021,2,12,2021,True,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,972.1221484720501
0.66,9.4488,3.6576,236.775024,30.9225,76.335,0,28,1,2019,28,1,2019,False,False,False,True,False,False,False,False,True,True,True,False,False,False,True,False,2343.7310339029714
0.47,7.9248,2.7432000000000003,133.80964,33.075,64.365,3,30,8,2019,2,9,2019,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,1277.53712993066
0.88,4.8768,2.1336,450.416856,33.1275,108.78,-3,27,1,2021,24,1,2021,True,False,False,False,False,False,False,False,True,False,False,False,True,True,True,False,2940.737114356061
0.86,0.9144,0.9144,34.472992,35.0175,92.9775,3,9,2,2022,12,2,2022,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,1449.362668253129
0.37,1.2192,0.9144,30.390664,19.7925,92.19,1,5,11,2020,6,11,2020,True,False,False,False,False,False,False,True,True,False,True,False,False,True,False,False,918.2257333480443
0.41,7.315200000000001,2.4384,534.784968,30.8175,55.755,1,12,9,2019,13,9,2019,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,995.606941313199
0.94,4.8768,2.4384,234.053472,27.5625,62.6325,2,25,12,2021,27,12,2021,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,2225.085894454356
0.87,3.048,1.2192,37.194544,32.7075,88.7775,0,31,5,2023,31,5,2023,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,1641.8750624828324
0.11,3.9624,2.1336,76.203456,18.375,109.305,-1,10,2,2022,9,2,2022,False,False,False,True,False,False,False,True,True,True,True,False,False,False,True,True,830.6788336812137
0.31,2.4384,1.2192,32.658624,33.285,123.27,0,26,1,2020,26,1,2020,True,False,False,False,False,False,False,False,False,True,False,False,False,True,True,True,1028.7757389350336
0.58,7.315200000000001,1.8288,113.851592,33.075,65.205,-1,22,4,2020,21,4,2020,False,False,False,True,False,False,False,False,True,True,True,False,False,False,False,False,1524.4535935671017
0.63,3.9624,1.8288,127.459352,16.8,102.0075,-4,29,9,2021,25,9,2021,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,1563.7771598388035
0.82,5.1816,2.4384,74.84268,22.47,100.1175,-2,24,3,2021,22,3,2021,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,True,2052.0399833486695
0.96,2.1336,1.2192,17.690088,19.215,119.49,-4,27,6,2021,23,6,2021,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,1615.8664264467545
0.14,5.7912,2.7432000000000003,130.180904,23.7825,65.10000000000001,0,23,9,2020,23,9,2020,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,650.4743506758902
0.75,9.144,1.8288,929.8636,45.0975,86.9925,-3,18,6,2023,15,6,2023,True,False,False,False,False,False,False,True,False,False,True,False,False,True,True,False,2941.300799659091
0.17,3.3528,1.8288,140.159928,25.3575,70.4025,1,17,1,2019,18,1,2019,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,687.1861670004531
0.0,1.2192,0.9144,29.937072,18.0075,102.5325,2,9,3,2022,11,3,2022,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,755.8307731960161
0.77,4.572,1.8288,827.351808,48.7725,88.095,3,28,2,2023,3,3,2023,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,2071.0699073462006
0.46,2.1336,1.2192,23.133192,17.0625,87.15,3,15,2,2023,18,2,2023,True,False,False,False,False,False,False,False,True,True,False,False,True,True,True,False,914.9169886539916
0.3,13.716,4.572,466.746168,24.675,99.75,3,3,2,2020,6,2,2020,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,1116.8120137695832
0.06,3.048,1.524,489.87936,28.455,112.0875,-3,20,3,2021,17,3,2021,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,921.7100949465406
0.87,3.6576,2.4384,348.812248,25.305,86.9925,1,29,9,2021,30,9,2021,True,False,False,False,False,False,False,True,True,False,True,False,False,True,False,False,2389.625611070727
0.77,3.9624,2.1336,146.510216,26.145000000000003,110.88,2,30,6,2020,2,7,2020,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,2286.6692522392195
0.24,4.8768,1.8288,294.381208,33.1275,76.3875,4,18,3,2021,22,3,2021,True,False,False,False,False,False,False,True,True,False,True,False,False,True,True,False,794.4799099168224
0.2,1.8288,1.2192,1593.468696,41.685,87.8325,-4,21,5,2019,17,5,2019,False,False,False,False,False,False,True,True,False,False,True,False,False,False,True,False,926.4487565583368
0.46,4.8768,2.4384,1217.89452,46.41,67.305,-1,23,5,2020,22,5,2020,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,1122.5565678795629
0.34,5.486400000000001,2.7432000000000003,554.2894239999999,21.1575,83.265,-3,2,10,2021,29,9,2021,True,False,False,False,False,False,False,True,True,False,True,False,False,True,False,True,1234.259830336516
0.48,3.048,1.524,584.226496,37.1175,65.415,3,7,7,2023,10,7,2023,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,1106.6504871529353
0.19,5.486400000000001,3.3528,278.051896,16.537499999999998,123.165,-1,2,12,2019,1,12,2019,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1042.771812817727
0.29,7.9248,2.1336,64.410064,21.105,66.78,1,30,4,2020,1,5,2020,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,806.7781861754082
0.87,5.1816,2.4384,345.183512,30.975,98.7525,-1,28,9,2022,27,9,2022,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,True,2538.8593043552555
0.04,1.2192,1.2192,43.998424,19.4775,85.155,1,28,1,2020,29,1,2020,True,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,712.0419432274792
0.8,2.7432000000000003,1.524,372.852624,27.6675,123.165,4,10,7,2019,14,7,2019,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,True,2019.2689864638696
0.72,3.048,1.524,160.117976,17.7975,71.82,1,15,5,2023,16,5,2023,True,False,False,False,False,False,False,False,False,True,False,False,True,True,True,False,1485.4172692128827
0.92,1.524,0.9144,13.60776,36.0675,102.7425,1,14,1,2021,15,1,2021,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,1407.943540498688
0.04,2.4384,1.2192,23.586784,21.735,58.852500000000006,3,29,10,2021,1,11,2021,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,605.392154361287
0.12,7.9248,3.048,294.8348,33.0225,87.57,3,21,4,2019,24,4,2019,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,True,703.3851284088737
0.51,4.8768,1.8288,786.5285279999999,29.6625,60.7425,4,27,6,2020,1,7,2020,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,1169.8268483857669
0.64,7.315200000000001,3.6576,98.429464,21.21,109.5675,0,9,9,2021,9,9,2021,False,False,False,True,False,False,False,True,False,True,True,False,False,False,True,True,2542.579321344697
0.47,2.4384,1.524,298.463536,34.9125,57.8025,-2,28,6,2020,26,6,2020,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,1144.5930764351792
0.77,1.2192,0.9144,17.690088,26.25,70.9275,-1,6,8,2021,5,8,2021,False,False,False,False,False,False,False,True,False,True,True,False,False,False,True,False,1259.1896103232718
0.82,5.7912,3.048,167.375448,36.645,98.595,0,28,9,2022,28,9,2022,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,2646.736744322016
0.12,0.9144,0.6096,6.80388,35.805,68.77499999999999,-4,23,3,2021,19,3,2021,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,660.030111745204
0.32,4.8768,1.8288,281.680632,21.8925,53.0775,4,27,3,2022,31,3,2022,True,False,False,False,False,False,False,True,True,False,True,False,False,True,False,False,872.378753350584
0.61,4.8768,1.8288,787.435712,37.7475,116.235,-3,29,5,2019,26,5,2019,False,True,False,False,False,False,False,False,True,True,True,False,False,False,False,False,1921.1074513374917
0.38,6.096,2.4384,263.990544,33.1275,74.3925,-4,18,10,2020,14,10,2020,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,1033.1967144102723
0.39,4.572,1.8288,181.890392,30.6075,128.205,-2,24,5,2022,22,5,2022,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,True,1334.5659457807922
0.95,0.9144,0.6096,2.26796,25.62,80.3775,4,22,4,2023,26,4,2023,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,1289.9033584390336
0.4,1.8288,1.2192,35.833768,27.93,73.7625,0,14,4,2021,14,4,2021,True,False,False,False,False,False,False,False,False,True,True,False,False,True,True,True,835.5664047187944
0.12,2.7432000000000003,1.524,191.869416,34.545,68.6175,1,22,6,2023,23,6,2023,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,666.0871789255095
0.42,7.010400000000001,3.048,567.443592,21.315,126.4725,-4,15,5,2022,11,5,2022,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,1620.7391266783627
0.47,7.010400000000001,4.572,196.405336,24.78,121.4325,-1,21,6,2023,20,6,2023,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,1904.8522694240562
0.37,3.6576,2.4384,369.67748,19.32,118.1775,4,2,10,2022,6,10,2022,True,False,False,False,False,False,False,False,False,True,False,False,True,True,True,False,1236.228958493088
0.4,3.048,1.2192,32.205032,19.5825,63.21,0,28,5,2021,28,5,2021,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,822.0871221381378
0.06,5.1816,2.1336,1369.394248,32.9175,105.9975,-1,18,1,2021,17,1,2021,False,True,False,False,False,False,False,True,True,False,True,False,False,False,False,False,1043.0341881492118
0.87,4.8768,2.4384,36.740952,29.2425,83.5275,0,15,4,2023,15,4,2023,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,1989.3985567000675
0.38,3.9624,2.4384,996.541624,30.9225,84.3675,-1,23,1,2023,22,1,2023,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,1101.2972497139056
0.33,3.9624,2.4384,364.687968,21.42,55.755,-4,26,1,2019,22,1,2019,True,False,False,False,False,False,False,False,False,True,True,False,False,True,True,False,955.3478917350949
0.65,3.6576,1.8288,70.30676,20.895,128.1,4,3,4,2021,7,4,2021,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,1631.4297979736282
0.39,4.572,1.8288,178.261656,29.5575,123.585,-1,17,6,2022,16,6,2022,True,False,False,False,False,False,False,False,True,False,False,False,True,True,True,False,1323.5495055326724
0.34,0.9144,0.6096,6.80388,16.7475,113.19,1,8,7,2020,9,7,2020,True,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,929.90631109884
0.2,1.8288,1.524,117.026736,21.2625,62.4225,-2,24,9,2021,22,9,2021,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,723.0803685260296
0.04,4.572,1.8288,771.559992,30.765,113.9775,-1,10,2,2020,9,2,2020,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,911.4282705622334
0.1,2.1336,1.2192,75.296272,20.37,108.57,3,14,5,2022,17,5,2022,True,False,False,False,False,False,False,False,True,True,True,False,False,True,False,False,845.550881477906
0.72,8.2296,3.3528,961.161448,37.695,81.7425,3,19,2,2022,22,2,2022,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,2623.631699812062
0.94,3.9624,1.8288,58.513368,23.9925,84.89250000000001,-4,15,8,2023,11,8,2023,False,False,False,True,False,False,False,True,False,True,True,False,False,False,True,False,2024.936061279866
0.21,2.4384,1.524,67.585208,36.4875,70.5075,-3,23,9,2019,20,9,2019,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,True,760.6208219903809
0.21,11.8872,3.9624,509.837408,35.0175,73.71,1,13,3,2022,14,3,2022,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,True,827.4325339911285
0.13,7.62,2.4384,588.308824,18.1125,54.705,0,25,3,2023,25,3,2023,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,763.5961701720496
0.05,10.668,4.2672,421.386968,34.23,82.6875,0,19,4,2020,19,4,2020,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,685.2934633446242
0.26,4.572,1.8288,49.441528,27.2475,127.155,3,24,6,2019,27,6,2019,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True,False,984.7975782397816
0.33,3.6576,1.8288,53.977448,34.3875,113.715,-1,1,8,2019,31,7,2019,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,989.9622142958203
0.66,4.572,2.1336,39.462504,24.2025,85.68,2,7,11,2022,9,11,2022,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,True,1362.6554709822592
0.26,7.62,3.6576,689.45984,30.082500000000003,73.7625,-1,2,5,2022,1,5,2022,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,962.6057926291023
0.66,6.096,2.7432000000000003,375.574176,26.25,113.1375,2,5,5,2020,7,5,2020,False,False,False,False,False,False,False,True,True,True,True,False,False,False,True,False,2358.1232278055227
0.08,5.486400000000001,2.4384,175.540104,22.207500000000003,88.725,-3,23,11,2022,20,11,2022,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,753.2574952684485
0.2,1.8288,1.524,14.061352,19.32,55.1775,4,2,2,2020,6,2,2020,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,654.413338364597
0.09,4.572,2.1336,186.426312,22.3125,66.41250000000001,0,23,9,2022,23,9,2022,True,False,False,False,False,False,False,False,True,True,True,False,False,True,False,False,714.6498058611542
0.33,5.7912,2.1336,117.480328,23.415,116.13,4,22,11,2022,26,11,2022,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,1009.5673364572926
0.1,2.7432000000000003,1.524,328.400608,18.7425,65.10000000000001,-2,25,7,2023,23,7,2023,False,True,False,False,False,False,False,True,False,True,False,False,True,False,True,False,704.1344137068941
0.89,7.9248,2.7432000000000003,639.56472,38.2725,54.9675,-2,14,7,2020,12,7,2020,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,3432.0869934090915
0.92,0.9144,0.6096,52.616672,29.295,127.7325,-3,6,4,2019,3,4,2019,False,False,False,False,False,False,True,True,True,True,True,False,False,False,True,False,1823.5659407694445
